length,radius,LRratio,MaxCurv,MinCurv,EqCCval
0.01,0.001,10.0,1.1204769510091135,0.9367278407383347,0.9884433806509133
0.108,0.01,10.8,1.196958618704734,0.965996667699998,1.0402120589959836
0.059,0.005,11.8,1.2176569024077664,0.9631469668445677,1.0509228643807083
0.108,0.009,12.0,1.2209086563631746,0.9717298432342568,1.0535226570237177
0.108,0.008,13.5,1.253881222637586,0.9626397377315119,1.0706119928702906
0.059,0.004,14.75,1.2795803535278836,0.9786652443097685,1.0851537567999137
0.108,0.007,15.429,1.2967886692095378,0.9608099610890914,1.0926982683813795
0.157,0.01,15.7,1.3025891672554006,0.9640430008662777,1.096230898532169
0.157,0.009,17.444,1.3430869577348934,0.9628102928207676,1.1180482302580192
0.108,0.006,18.0,1.3565144944833605,0.9603221091543832,1.123178188916972
0.157,0.008,19.625,1.3957865047128561,0.9606189803186213,1.1433950396517096
0.059,0.003,19.667,1.396301153063381,0.9644707070280558,1.1434828686226437
0.206,0.01,20.6,1.4199228067938279,0.960486210036233,1.1528130191439991
0.108,0.005,21.6,1.445362507099017,0.9589052083371916,1.1676257092060742
0.157,0.007,22.429,1.46648055120293,0.9602076109452691,1.1783967460378626
0.206,0.009,22.889,1.4781334927914778,0.956716836862042,1.1845706983595778
0.255,0.01,25.5,1.5495849779047768,0.9499987405765097,1.2182769704922691
0.206,0.008,25.75,1.5560469949740823,0.9545757643994485,1.2206103251660816
0.157,0.006,26.167,1.5681697903854042,0.9492445784605997,1.2292327875724605
0.108,0.004,27.0,1.5914200264927996,0.9514798735469756,1.2392212273339016
0.255,0.009,28.333,1.6298691726932983,0.9520511590968899,1.258695653794992
0.206,0.007,29.429,1.6631310613128671,0.9444990381293937,1.2736860421203247
0.059,0.002,29.5,1.6653456843469043,0.9447431242473278,1.2742942459976812
0.304,0.01,30.4,1.692336839965838,0.9474176284825909,1.2878954732668109
0.157,0.005,31.4,1.7238254075808617,0.9437321745709979,1.3020803614755094
0.255,0.008,31.875,1.7391815874028744,0.9407347326521982,1.311051777974385
0.304,0.009,33.778,1.8018367269039353,0.9372491072513173,1.3393407959829735
0.206,0.006,34.333,1.8203710485092002,0.9388361641086823,1.3480488921917018
0.353,0.01,35.3,1.8539981842792717,0.9367623952817602,1.3640050702816817
0.108,0.003,36.0,1.8801900711141486,0.9242577199560357,1.3757706387481772
0.255,0.007,36.429,1.89404982713394,0.9278519058004765,1.3823092172467053
0.304,0.008,38.0,1.9548561966615843,0.9157904396457899,1.4095671485147214
0.353,0.009,39.222,2.002407723220301,0.9158708923775405,1.433730152484709
0.157,0.004,39.25,2.0033736936340873,0.9176146252627502,1.4328580108093985
0.402,0.01,40.2,2.042905040230377,0.9080716897174379,1.45193823127302
0.206,0.005,41.2,2.086977365260712,0.8987869251163039,1.46996298813109
0.255,0.006,42.5,2.144463275727573,0.8870406913740532,1.4953255769044902
0.304,0.007,43.429,2.187850640627474,0.8817638395743033,1.517050668132606
0.353,0.008,44.125,2.221006028385073,0.882817750705615,1.5326676756499582
0.402,0.009,44.667,2.247745528329685,0.8827562767750026,1.5445493723611983
0.451,0.01,45.1,2.2707482975353086,0.8716591639967819,1.553776693736755
0.5,0.01,50.0,2.567598583219337,0.8101673345646814,1.6845071343501967
